REG_DATE,ERR_DESCR,WORK_DESCR_LO,PERFORMED_ACTION_LO,RIG,AGE_OF_RIG,PERFORMED_ACTION_ID,PERFORMED_ACTION,ERR_TYPE,ERROR_TYPE,MCH_CODE,MCH_CODE_DESCRIPTION,SFI,Count_of_breakdown
01-May-17,MRU sent for calibration,MW DW MRU1 Serial Number 8612 sent to Kongsberg for Calibration,"MRU Serial No 8615 into Main Drawworks Position 3
MRU 10345 Removed to Stock",D101,1515,1,Replace,1,General,10201630,MOTION REFERENCE SYSTEM; MAIN,312,3
17-Aug-17,Troubleshoot positioning indicator signal,Routine PM on dampener. Found that as louvers operated the signal did not transmit to turn on the fan.,Investigate damper.  Fan control was set to manual.  Damper open/closed on command.  Switched Fan control to Auto and fan/damper functioned correctly.,D101,1515,6,Check,3.6,Common cause/mode failure,11247330,DAMPER; PNEUM;SUPP FAN NO.2;SACK STORE,576,2
17-Sep-17,Replace MRU 8614 into Main Draworks MRU 2 Position,Replace MRU 8614 into Main Draworks MRU 2 Position,MRU 6514 into structure in the wrong place returned to store will reissue to correct position in staructure,D101,1515,1,Replace,1,General,10201630,MOTION REFERENCE SYSTEM; MAIN,312,3
26-Sep-17,Change Mech seal in liner spray pump,Change Mech seal in liner spray pump,Change Mech seal in liner spray pump,D101,1515,1,Replace,1.1,Leakage,11255796,PUMP; LINER SPRAY BOOSTER; MP2,325,2
17-Sep-17,Install MRU 8618 Into Aux DW MRU2 Structure,Install MRU 8618 Into Aux DW MRU2 Structure,Install MRU 8618 Into Aux DW MRU2 Structure,D101,1515,7,Service,6,General,11891777,MOTION REFERENCE UNIT 2; AUX AHDW (FUNC OBJ),312,2
17-Aug-17,Position indicator failed to operate,Functioned dampener and found that louvers and louver actuators functioned correctly but positioner indicator would not give a signal to operate fan.,Investigated Damper-- Damper will not fully close and therefore will not indicate closed.  Damper control is seperate from the Fan control.  Tested position switch and all is working correctly.,D101,1515,6,Check,6.3,Unknown,11226986,DAMPER; PNEUM;SUPP FAN;CEMENTER RM,576,2
20-Sep-17,FWD MASTHEAD(MAIN) LIGHT OUT,FWD Masthead light (MAIN) not functioning - on sub now.,Replaced lamp. Found main breaker flipped off. Turned it back on. Checks good.,D101,1515,1,Replace,4,General,11220177,LIGHTING SYSTEM; NAVIGATION,427,3
07-Mar-17,Order spare guards for DP lights,Replace Guards on DP Lights drill floor,"LSC DP ALERT SYSDRILLFLOORFWD
Replaced DP light guards on drillfloor FWD and AFT
One clear and one amber lenses left are located in elect cage - hyd room",D101,1515,1,Replace,1,General,11261363,LSC; DP ALERT SYS;DRILLFLOOR;FWD,408,2
09-Oct-17,Fix leak on blue check valve blank flange,Remove flange and replace affected orings.,Removed flange replace affected orings. See pictures for oring damage detail and location detail,D101,1515,1,Replace,1.1,Leakage,10189424,MANIFOLD; 5K;RIGID CONDUIT;LMRP,332,2
09-Jun-17,Send Motor in for Repair,"Send motor get re-wound
PR# 11400270537
GlobalTech
Motors & Controls Inc
525 McCarty St
Houston Tx 77029
Attention Fernando Osornia",send motor in for repair,D101,1515,10,Overhaul,2.5,Breakage,11246407,PUMP; PRELUBE OIL; EL DRIVEN; MGE 1,651,4
16-Sep-17,Roller worn on upper guide arm pipe detector,Repair/replace roller.,Replaced UGA pipe detector roller and bushings.,D101,1515,1,Replace,2.4,Wear,10182087,UPPER GUIDE ARM; HYDRARACKER MAIN,341,2
26-Sep-17,PACU IN ENG STORES NON-FUNCTIONAL,"1136445
EXCHANGE GAUGE
CHARGE SYSTEM
ADD LEAK DETECTION FLUID","EXCHANGE GAUGE
CHARGE SYSTEM
ADD LEAK DETECTION FLUID",D101,1515,1,Replace,1.1,Leakage,11220448,A/C; PACKAGED; ENGINEERS STORE,574,1
30-Sep-17,Burst hose,Fabricate new hose with Nylon protective sleeve. Replace worn hose with fabricated hose.,Burst hose,D101,1515,1,Replace,1.1,Leakage,11249122,HOSE 444; HYD; MTR 1;UPP TROLLEY DRV;BRK,341,1
25-Sep-17,BOP HPU skid change filters,BOP HPU skid change filters,BOP HPU skid change filters,D101,1515,1,Replace,1,General,11895814,HPU SKID; BOP CONTROL,332,8
03-Sep-17,Impeller to be changed out on mix pump 3.,replace impeller,change worn impeller,D101,1515,1,Replace,2.4,Wear,11220823,PUMP NO.3; CENTRIF; MUD; MIXING,324,3
14-Sep-17,Change dies,duplication wo,changed dies,D101,1515,1,Replace,1,General,10189875,ROTARY SLIPS - GROUP,344,13
26-Sep-17,PACU FAULTY - LOW FREON PRESSURE,"REPLACE LOW PRESSURE GAUGE
CHARGE UNIT WITH 5KG R-404a REFRIGERANT - LOG OUT IN LOGBOOK
CAHNGE AIR FILTER FRAMES/FILTERS","REPAIR PACU UNIT:
LP GAUGE
AIR FILTER FRAMES
CHARGE UNIT
ADD DYE LEAK FLUID TO SYSTEM",D101,1515,1,Replace,1.1,Leakage,11220447,A/C; PACKAGED; ENG RM W/S,574,2
19-Aug-17,DFMA remote control not working.,ETs to investigate,Replaced antenna and re-tested okay; material tracked under duplicate WO,D101,1515,1,Replace,2.5,Breakage,11890107,AERIAL; RADIO REMOTE CONTROL FOR DFMA,341,1
30-Aug-17,Main Well Hydra Racker uncontrolled movement,Investigate why jerky movments and small movment with out command,No problem found. Looks as if it was air in the system due to the changing of hydraulic hoses,D101,1515,6,Check,6,General,11220258,HYDRARACKER; MAIN; PIPEHANDLING SYSTEM,341,29
23-Aug-17,Dismantle Equip from structure,Equipment dismatled from structure,Equipment dismatled from structure,D101,1515,10,Overhaul,3.4,Out of adjustment,11220865,TANK UNIT NO.3; BULK;BARITE,321,3
09-Sep-17,Repair of Pipe Skate Remote,Inspect connections and replace button.,Found one ribbon cable loose inside remote. Connected it and checked all other connections in remote. Also found a bit of moisture inside. Dried it out. Replaced broken boots. Connected the remote to test box and function tested it. All good.,D101,1515,2,Repair,1,General,11262616,PANEL; RADIO REMOTE;SHUTTLE;CWM,342,5
01-Aug-16,Nav Deck Faucet leaking,*repair faucet,repair faucet,D101,1515,1,Replace,1,General,11261891,GALLEY; UPPER DECK,281,1
05-Jun-17,Main Eng UPS replacment,Replace the outstanding UPS in the Main Engs All ME UPS's replaced with new ones,All ME UPS's replaced with new ones,D101,1515,1,Replace,3.1,Control failure,11658839,MGE SETS - GROUP,651,7
10-Sep-17,#3 Engine- LT JW Pump Leak- Change Mech. Seal,Change out LT pump mechanical seal. Timing of work to coincide with prelube pump motor replacement and cylinder B8 clean fuel leak repair. (WO's 11400002345- Prelube pump motor 11400002325- B8 clean fuel leak),Replace mechanical seal in LT pump #3 engine,D101,1515,1,Replace,1.1,Leakage,11246706,PUMP; L/T; ENGINE DRIVEN; MGE 3,651,2
09-Sep-17,Sept 2017 EOW - Replace Upper Kill Failsafe Dual Block,Upper Kill Dual Block Serial Number A-28657 was changed out with new. Serial Number A-31534 was installed. COC and operator test chart attached to WO.,During pressure testing on August 6th 2017 it was determined UIK actuator was bad. Plan was to change one dual failsafe block as per 5 year plan during Sept EOW. However with UIK failure decision was made to change Upper Kill. Upper Kill Dual Block Serial Number A-28657 was changed out with new. Serial Number A-31534 was installed. COC and operator test chart attached to WO.,GSS01,#N/A,1,Replace,1.6,Sticking,10193277,"3 1/16"" VLV; DUAL BLOCK FAILSAFE",331,2
06-Oct-17,Change filters RO1,Change filters,Change RO1 filters,D101,1515,1,Replace,6,General,11223603,GEN NO.1; FW; REVERSE OSMOSIS; E/R; CNTR,761,30
20-Sep-17,Rebuild Upper Annular SPM valve,Rebuild SPM#17 on blue pod,Rebuilt SPM #17 with repair kit,D101,1515,10,Overhaul,1.1,Leakage,11895290,"1 1/2"" VLV; SPM;UPPER ANNULAR OPEN",332,1
02-Oct-17,CUPBOARDS HOTBAINE MARIE - switch replacement,Switch replaced with new one,"CUPBOARDS HOTBAINE MARIE - switch replacement
Replaced switch with new one - working good",D101,1515,1,Replace,4,General,11223739,CUPBOARDS; HOT;BAINE MARIE - GROUP,551,1
17-Mar-17,Corrective Actions as per Drops survey BOP Gantry Crane,"Replace bumper with new

Evaluate need for handrail repair.",Replaced rubber bumper,D101,1515,1,Replace,2.4,Wear,11220222,CRANE; GANTRY; BOP; 2 X 240 T,364,5
17-Oct-17,Load cell verification on KBC #2,function test crane load cell to confirm accuracy,Crane lifted weight and verified that crane loadcell had a weight readout simmilar to external known weight and load cell.  Pictures attached,D101,1515,6,Check,3.4,Out of adjustment,11258734,LOAD CELL; MAIN WINCH; DK CRANE NO.2,361,1
17-Oct-17,Load test of fwd x-mas tree wire,load test winch with water bag,Waterbags filled to required weights and documented by attached pictures.,D101,1515,6,Check,3.4,Out of adjustment,12167831,WIRE;WINCH; MAIN; X-MAS TREE CRANE; FWD,364,1
01-Apr-17,UPS Main Eng's,Replace Batteries and UPS units,New UPS and Battery pack installed.,D101,1515,1,Replace,4.3,No power/voltage,11220727,UPS BATTERIES - GROUP,866,5
28-Sep-17,Clean crossflow heater,Heater appears to be dirty causing issues with the purifier.,Clean crossflow heater,D101,1515,2,Repair,1,General,10177059,HEATER; CROSSFLOW;PRFR UNIT NO.2;PORT,712,2
03-Oct-17,CHANGE OUT FILTER,exchange filter,changed out filter,D101,1515,1,Replace,5.1,Blockage/plugged,11223600,UV STERILIZER NO.3; SYSTEM; CNTR,581,2
03-Oct-17,Replace HP pump inlet pressure gauge,Replace HP pump inlet pressure gauge,Replaced gauge with new,D101,1515,1,Replace,1,General,11223604,GEN NO.2; FW; REVERSE OSMOSIS; E/R; CNTR,761,31
03-Oct-17,Replace HP pump inlet pressure gauge,HP pump inlet pressure gauge needs replacement.,Installed new gauge,D101,1515,1,Replace,1,General,11223603,GEN NO.1; FW; REVERSE OSMOSIS; E/R; CNTR,761,30
19-Sep-17,Change Power supply,Fan stopped running on power supply causing PC to run Hot.  Power supply requires replacement.,POWER SUPPLY TO BE REPLACED,D101,1515,1,Replace,2.5,Breakage,11238964,OS NO.1; HIPAP;W/H,408,2
26-Sep-17,FILTER - BACKFLUSH & CANDLES - #2 M/E 13267 HRS,"CHANGE OUT SINGLE BACKFLUSH FILTER +  FULL SET OF CANDLE FILTERS.
REPLACE WITH CLEAN SPARES.",Filters changed,D101,1515,1,Replace,5.1,Blockage/plugged,12155898,AUTO BACKFLUSH FILTER,651,3
04-Oct-17,REPLACE PRIMARY STORAGE HARD DISK,FAILED HARD DISK NUMBER 15 HAS TO BE REPLACED,THE TWO FAILED HARD DISKS HAVE BEEN REPLACED.,D101,1515,1,Replace,2.5,Breakage,11239128,CABINET; MAIN SERVER;ADM NET,423,3
20-Jul-17,Barite Load Cell C Change out,"Remove old sensor from Structure and place new sensor in structure

ISE020 07.08.2017  Dates moved waiting for IFS PN

ISE020; ELSUP; 01.10.2017
IFS structure updated

Waiting on spare to be delivered",IFS structure updated,D101,1515,12,Other,6.2,Other,11220866,TANK UNIT NO.4; BULK;BARITE,321,2
01-Oct-17,Displacement Indicator Seal Leakage,"Replace displacement indicator with new from free-stock (white cabinet in port engine room)
Rebuild removed unit and place with the other rebuilts
Add oil to HPU",O-Ring shaft seal failure on the indicator. Repalce with new unit rebuild the old.,D101,1515,10,Overhaul,1.1,Leakage,11232495,PUMP B; HYD STEERING SYS; CNTR BOW THR,404,2
03-Oct-17,CRANE 3 MOTOROLA RADIO POWER SUPPLY REPLACEMENT,CRANE 3 MOTOROLA RADIO POWER SUPPLY REPLACEMENT,MOTOROLA RADIO STATION POWER SUPPLY IS FAULTY AND IT HAS TO BE REPLACED.,D101,1515,1,Replace,2.5,Breakage,10181949,CABIN; DK CRANE NO.3,361,1
09-Apr-17,Main Eng UPS Battery Pack Replacment,Replace battery Packs,Battery packs replaced,D101,1515,1,Replace,4.4,Faulty power/voltage,11658839,MGE SETS - GROUP,651,7
21-Mar-17,Replace tool frame accumulator on Main & Aux HT WOP,"JAO030-7/24/2017- WOP accumulators x2 PO: 36687 Line3.

Due delivery 8 Sept 2017. 
Part 1106934 received onboard  30.09.2017.",no longer required due to hydratong replacement,D101,1515,12,Other,1,General,11220806,HYDRATONG; ARN 200; AUX WELL,342,15
09-Sep-17,HP washdown equipment for deck - general WO for part issue,replace broken parts,HP washdown equipment for deck,D101,1515,1,Replace,1,General,11223647,HIGH PRESSURE WASHDOWN SYSTEM,444,21
03-Oct-17,Overhaul SW cooling pump thruster 2,change bearings,Change bearings and mech seal,D101,1515,1,Replace,1,General,11235279,PUMP; CSW PUMP UNIT NO.1; T/R PORT BOW,721,1
04-Oct-17,3-WAY VALVE NOT ROTATING,REPLACE COIL,BURNT SOLENOID COIL,D101,1515,1,Replace,4.2,Open circuit,11220549,AIR DRYER NO.2; G/S & CTRL AIR SYS;PORT,733,4
29-Aug-17,Expansion tank is not work as intended,Tank replaced. System topped up and pressurized. Seems to hold pressure.,Replaced tank with new one. Adjusted the pressure in the tank o 0.4bar. Charges the system and it is working as expected,D101,1515,1,Replace,2.8,Burst,10188671,SECTION; DDU; LIQUID COOLING; FRONT,867,1
01-Oct-17,Measure backlash,Check backlash is .48mm. Adjust clearance.,Motor D and C clearance excessive both adjusted to correct tolerance. Motor A and B found to be correct.  Crane tested and crane operators report jerky movement has stopped and crane slewing performance shows marked improvement.,D101,1515,4,Adjust,1.3,Clearance/ alignment failure,11618054,SLEWING SYSTEM; DK CRANE NO.3,361,1
13-May-17,Replace faulty Microphone,"PA Microphone has erratic output.  Intermittent fault in microphone switch.  Switch is sealed type.  New microphone to be ordered.


RHB005  15/09/2017Dates moved WOP","PA Microphone has erratic output.  Intermittent fault in microphone switch.  Switch is sealed type.  New microphone to be ordered.
Mic arrived and installed",D101,1515,1,Replace,6.2,Other,11239448,PANEL; REMOTE CTRL;PA,425,1
26-Aug-17,Main on/off switch faulty,repair faulty switch on the remote control,PROTECTION BUTTON BOOTS AND ON/OFF TOGGLE SWITCH HAVE BEEN REPLACED ALL GOOD.,D101,1515,1,Replace,2.4,Wear,11255302,PANEL; CONTROL; BASKET; SAB,317,1
02-Oct-17,Replace battery packs in outdoor emergency fixtures,Replace battery packs in outdoor emergency fixtures,Replaced battery packs in light fixtures,D101,1515,1,Replace,4,General,10201792,EEX LIGHTING SYSTEM; DRILLING - GROUP,893,3
28-Oct-16,Installation of Drains on Steering Pmps,install monitoring fittings,install drain valves,D101,1515,12,Other,6.2,Other,11658838,AZIMUTH THRUSTERS - GROUP,404,2
03-Oct-17,Abnormal Noise Emitting from Pump Set,Overhaul and inspect motor and pump assembly. Pictures to be taken and recorded within WO,,D101,1515,,,,,11232920,PUMP UNIT NO.1; CENTRAL;CSW;T/R PORT BOW,721,1
06-Oct-17,troubleshoot and adj.timers and press. on U-deck press. wsh,adj. timing and press. as required.,"Pressure washer reported being out of adjustment and not operational after maintenance was performed.  After consulting manual the pressure washer was set to the original factory settings of 2500psi and 15 second no flow cut off timer.  
Unfortunately due to a leaking pressure switch the unit cannot be run in auto.  I will dip below the 100 bar set point and auto start. Parts to be ordered.",D101,1515,4,Adjust,3.4,Out of adjustment,12174776,PRESSURE WASHER; ELECTRICALLY HEATED;U-DECK,444,5
06-Oct-17,Back flushing engine room CFW coolers,backflush as required,"Coolers found to be operating in parallel with one engine running at roughly 30% load. At this load both coolers were showing 100% cooling and still not maintaining desired set point.  
In an attempt to run one singular cooler and prep for possible stacking mode in the near future coolers are being back flushed with 2 CSW pumps on high speed for 24 hours.",D101,1515,12,Other,1,General,11223625,COOLER NO.1; CENTRAL; CFW; E/R CNTR,722,2
16-Jan-18,Bad ballast in light outside ballast pump room,replace ballast,Replaced ballast. Checks good.,D101,1515,1,Replace,4.2,Open circuit,11227709,FL; CASING STRG;WELL LOGGING UNIT; EEX,893,1
16-Jan-18,Rebuild 2 DO supply pumps,.,"Rebuilt one DO pump new bearing and mechanical seal.
The second pump has a new bearing and seal does not need to be rebuilt",D101,1515,7,Service,1.1,Leakage,11232303,PUMP UNIT NO.2; MDO;SUPPLY;E/R;PORT,703,2
19-Jan-18,Replace recirculation pump filter,Replace filter on recirculation pump.,Replace recirculation pump suction filter,D101,1515,1,Replace,5.2,Contamination,11895813,FLUID RESERVOIR UNIT; FRU SKID,332,6
09-Dec-17,Remote not working,repair remote,"joystick replaced.
 All good now.",D101,1515,1,Replace,3,General,11262616,PANEL; RADIO REMOTE;SHUTTLE;CWM,342,5
03-Jan-18,UV STERILIZER No2 FWD: INSTALL NEW SOLENOID VALVE,Purchase and install new solenoid valve.,Replace faulty pilot assembly,D101,1515,1,Replace,2.2,Corrosion,11224492,SOLENOID VLV; UV STERILIZIER NO.2; FWD,581,3
12-Jan-18,Leaking operating water hose,Replace parst as required,"Found the solenoid coil for SV16- closing water to have failed.  Relaced with spare from an already used water block kit.
Opened the purifier and removed the paring tube as the arm sticks at times to cause a PT5 alarm.  Adjusted the arm and installed a new spring.

Tested SAT all in apparent good working order.",D101,1515,1,Replace,4,General,11223585,PURIFIER UNIT NO.3; FUEL OIL;E/R;STBD,702,3
16-Jan-18,Replace DO supply pump with new,.,Replaced pump with new,D101,1515,1,Replace,1.1,Leakage,11232303,PUMP UNIT NO.2; MDO;SUPPLY;E/R;PORT,703,2
14-Jan-17,Make-up a New Pipe to Replace Temp Doubler Plate,During Tech Inspection Informed that current set up is only good for a temp repair and that we need to make a new one to replace the one currently in service.,"fabricated new section of piping but will not last too long as we only had sch 40 piping available to do so material request will be put in for  5"" short  radius 90 an also T section JIS style flanges have allready been ordered .",D101,1515,1,Replace,1.1,Leakage,11618307,CSW SYS; CFW CENTRAL COOLER;T/R STBD BOW,721,2
13-Jan-18,Replace H/T Expansion Joint before pump,replace H/T expansion joint,Replace H/T Expansion Joint before pump,D101,1515,1,Replace,1,General,11618216,ENGINE COOLING WATER SYSTEM; MGE 2,651,1
25-Dec-17,Change bearing on galley AHU#1 NDE,CHnage bearing and grease nipple.,,D101,1515,,,,,11220554,AHU NO.4; HVAC; GALLEY,572,1
01-Nov-17,Order M/E Flexible Hoses (Control Air Inlet JW Drain),IFS #'s extended from Valiant to Viking. Order spares and replace hoses on #5 and #2 engines. See Req. #11400271634,Order hoses,D101,1515,12,Other,2.6,Fatigue,11238548,MGE SET NO.5; E/R;STBD,651,1
13-Jan-18,Replace Mechanical Seal on H/T Pump,replace mechanical seal,Replace Mechanical Seal on H/T Pump,D101,1515,1,Replace,1.1,Leakage,11246579,PUMP; H/T; ENGINE DRIVEN; MGE 2,651,1
18-Sep-17,Order grating to replace missing pieces on BOP and fasteners,,,D101,1515,,,,,11247984,"BOP; 18 3/4"";15000PSI",331,12
18-Jan-18,Replace head pipe pushers,Remove & replace head pipe pusher cylinders,changed out pipe pusher cylinders,D101,1515,1,Replace,2.5,Breakage,10182087,UPPER GUIDE ARM; HYDRARACKER MAIN,341,2
15-Jan-18,Water Observed Leaking Out on Top,Remove uppoer solenoid valve assembly and repair as required.,"Completed
Removed the solenoid  and upper valve assembly. Observed calcium build-up within the valve body and components. This likely caused water to leak past o-rings due to incorrect seal. Cleaned up the o-ring interface surfaces and lubricated the o-rings. Re-assembled. No leakage observed.

Recommend all remaining valve be dis-mantled and cleaned on a 3-5 yearly basis.",D101,1515,7,Service,1.1,Leakage,11238533,VLV M13; MACH SECTION;MAIN ENGINES;PORT,815,1
01-Dec-17,Replace spinning wrench rollers,Replace spinner wqrench rollers.,Two spinning wrench rollers have been replaced. New upper and lower bearings have been installed.,D101,1515,1,Replace,2.4,Wear,11238160,TOOL FRAME; TF-975-1; HYDRATONG; MN WELL,342,2
10-Sep-17,#2 G/S Air Compressor- Install new transformer T1,Install new transformer when available onboard.,Repaired transformer pulled from #1. Installed in #2. Waiting for parts to install in #2 and bring it back online to check transformer.,D101,1515,2,Repair,4.1,Short circuiting,11223596,COMPRESSOR NO.2; G/S & CTRL AIR SYS;PORT,733,6
19-Nov-17,Repair / Replace Safety Relief Valve 11238507,Replace valve 11238507 with new & repair remove valve,replace leaking safety valve on water mist sytem,D101,1515,1,Replace,2.2,Corrosion,11238504,PUMP SET NO.1; WATER MIST SYSTEM,815,2
18-Feb-17,Speaker is not working and keypad need to be replaced,canx,Work order closed. Waiting to collect all defect radios and then we will raise new work order,D101,1515,12,Other,4,General,11234777,RADIO COMMUNICATION SYSTEM TETRA,424,3
03-Dec-17,Replace crushed & worn hose,Replace 2 hoses on stbd cylinder,remove & replace 2 hoses,D101,1515,1,Replace,1.4,Deformation,10182322,TILT RAMP; PIPEHANDLING CWM,342,1
24-Aug-17,Replace proximity switch,Remove and replace proximity switch,PROXIMITY SWITCH AND CABLE HAS BEEN REPLACED TESTED ALL GOOD.,D101,1515,1,Replace,2.5,Breakage,11249730,SWITCH; POS;GUIDE ARM LOCKED,347,3
29-Nov-17,Replace flanged bushings on center rotation,replace bushing center rotation pin.,Replace flanged bushings on center rotation,D101,1515,1,Replace,2.4,Wear,11897391,SKID BASE; HYDRATONG; MN WELL,342,2
16-Apr-17,Order Spare Tumble Dryer for stock,Tumble Dryer drum is slowly detiriorating. Entire dryer will need to be replaced soon.,order new mqachine,D101,1515,1,Replace,2.5,Breakage,11223764,TUMBLE DRYERS; 14KG - GROUP,558,1
20-Nov-16,pm on MP #3  changed 5 valves5seats5springs6 gaskets,perform montly pm on mud pump #3 replaced parts as required,performed pm on mp #1 changed out damaged parts,D101,1515,1,Replace,2.4,Wear,11220205,MUD PUMP SYSTEM NO.1,325,18
28-Nov-16,test for oil sample,,,D101,1515,,,,,11232356,STEERING POWER PACK; CNTR STERN THR,404,1
04-Aug-16,Order CJC floats,Floats Replaced,Floats arrived onboard and installed,D101,1515,1,Replace,3,General,11658838,AZIMUTH THRUSTERS - GROUP,404,2
20-Aug-16,Leak at Davit #1.,tightened fitting to stop oil leak,tightened fitting on accummulator to see if this stops very slight oil leak,D101,1515,2,Repair,1.1,Leakage,11220366,DAVIT FOR LIFEBOAT NO.1,501,2
24-May-16,PA B SYSTEM CIRCUIT 12 FAULT,repaired earth fault on PAGA,checked PABA and system shows no faults,D101,1515,6,Check,3,General,11220229,PA/GA SYSTEM PUBLIC ADDRESS&GEN ALARM,425,1
21-Nov-16,Fingerboard latch do not working,Replaced latch,Latch replaced,D101,1515,1,Replace,1.4,Deformation,11220856,FINGERBOARD ASSY; UPPER,341,10
28-Jul-16,Treadmill Lexco replace PCB's,Replaced input card,"Replaced damaged board with the board from the old running machine
Working correctly",D101,1515,1,Replace,1,General,12122194,GYM EQUIPMENT - GROUP,546,1
20-Nov-16,Motor No.2 heater is not ON while crane is OFF,Inspect motor heater and rectify fault,Heater relay for Motor #2 isn't energized indicating the heater is off which should be on when motor isn't running,D101,1515,2,Repair,3.3,Faulty signal/indication/alarm,11898658,CB; KNUCKLE BOOM CRANE NO.1; MOTOR NO.2,871,1
21-Nov-16,#3 F.O. Purifier parts consumed (transitional W.O.),Replace bearing and overhaul,Charged materials to W.O. to account for parts used on previous W.O. 36992,D101,1515,2,Repair,2.4,Wear,11223585,PURIFIER UNIT NO.3; FUEL OIL;E/R;STBD,702,3
18-Nov-16,fluid end change on MP5.,changed out all valves and seats and all cap gaskets.,change out valves and seats,D101,1515,1,Replace,1.1,Leakage,11220209,MUD PUMP SYSTEM NO.5,325,11
06-Nov-16,Change dies,changed dies,changed dies,D101,1515,1,Replace,1,General,11897172,GRIPPER; PIPEHANDLER;MAIN TD,313,3
04-Dec-16,Mess Deck Coffee Machine #2 will not heat up.,replaced faulty element,Fault finding on coffee machine. Will replace heating element. WIP Replaced heating element. Have the boiler installed still need to hook up water lines and electric connections. Reinstalled the water ines and reconnected all wires. Ran up system and it checks good.,D101,1515,1,Replace,4,General,11224152,COFFEE MACHINE; MESS ROOM,551,2
04-Oct-16,Finger sticking,Latch replaced,Latch 2 changed on row 10 of upper fingerboard,D101,1515,1,Replace,1.6,Sticking,11220856,FINGERBOARD ASSY; UPPER,341,10
21-Nov-16,Change out dies,Change out dies,Done,D101,1515,1,Replace,2.4,Wear,11220805,HYDRATONG; ARN 200; MAIN WELL,342,54
05-Oct-16,Mechanical Seal Showing Signs of Failure,no action taken, action taken at this timeas pump has stopped leaking,D101,1515,8,Test,1.1,Leakage,11223627,PUMP UNIT; BALLAST;BILGE&G/S;E/R;STBD,801,2
28-Nov-16,ORDER AND PUT IN USE NEW 6 7/8 SDHL HANDLSLIPS,,,D101,1515,,,,,10189875,ROTARY SLIPS - GROUP,344,13
26-Mar-15,*,replace faulty components under warranty,Valve spool (IFS Inventory Part # 1137828) received under warranty and installed. System tested by AMSL and confirmed to work o.k.,D101,1515,1,Replace,2.2,Corrosion,11260466,PCV; 6 BAR;SHALE SHAKER UPPER;DELUGE,813,1
08-Feb-16,Forecastle & Aft Mooring Deck,Have SHI perform actions to install proper space coating.,Tank coating issues were submitted to SHI for correction. Although this warranty work was rejected by SHI Maersk has continued ongoing discussions with regard to this work.,D101,1515,12,Other,6.2,Other,11261872,UPPER DECK; ACCOMODATION EL 19000,281,1
06-Dec-16,Damper will not fully close,lubricate,removed actuator lubricated and freed up linkage blades,D101,1515,7,Service,1.6,Sticking,11247345,DAMPER; PNEUM;SUPP FAN NO.1;SH SHKR RM,575,1
25-Oct-16,Parts for damaged barrel PS30s*rebuild,changed and overhauled hydraulic cylinder,Housing relaced,D101,1515,1,Replace,2.4,Wear,10192737,"SLIP ASSY; 500T; 2.3/8"" - 10.3/4""",344,4
06-Dec-16,Had to replace victaulic gaskets,Replace victaulic gaskets while inspecting CCB discharge lines.,gaskets replaced,D101,1515,1,Replace,1.1,Leakage,11221030,CUTTINGS BLOWER UNIT NO.1,326,7
28-Nov-16,Water booster pump leaking.,change out the failed pump,Replace pump.,D101,1515,1,Replace,1.1,Leakage,11220805,HYDRATONG; ARN 200; MAIN WELL,342,54
24-Nov-16,change dies on MW hydratong.,change out dies.,change dies on the hydratong,D101,1515,1,Replace,2.4,Wear,11220805,HYDRATONG; ARN 200; MAIN WELL,342,54
07-Aug-16,Riser catwalk trolley bucket Cracked,bucket removed and replaced with the one from the Valiant Vikings bucket landed ashore for repair and then returned to Valiant,bucket had cracks in the welds identified on its pivot pins was removed and replaced with the one from Valiant. When Viking's bucket has been repaired this is to be sent to the Valiant,D101,1515,2,Repair,2.5,Breakage,11220317,CATWALK; RISER HANDLING,347,14
21-Nov-16,RO1 defective pipe,Replace pipe with spare,Replaced with spare,D101,1515,1,Replace,1.1,Leakage,11223603,GEN NO.1; FW; REVERSE OSMOSIS; E/R; CNTR,761,30
29-Nov-16,BOP HPU Panametrics Flow Meter not reading flow,set up trasducers order GE clamp for the transducers,Check intrument settings run calibration and repoistion the transducers,D101,1515,2,Repair,4,General,12179724,HPU HYDRAULIC CONTROL,332,1
08-Nov-16,AUX Hydraracker main armcylinder leaking,Cylinder replaced old cylinder overhauled and full seal change out completed.,Hydraulic cylider has been replaced. Old hydraulic cylider had new seals instaled in end cap.,D101,1515,1,Replace,1.1,Leakage,11220259,HYDRARACKER; AUX; PIPEHANDLING SYSTEM,341,12
30-Nov-16,overhaul delta booster pump,pumping leaking water o-rings and gaskets need replaced,overhauled pump with new o-ring and gasket kit,D101,1515,10,Overhaul,1.1,Leakage,10186532,PUMP NO.3; CENTRIF;DELTA BOOSTER UNIT,444,1
28-Nov-16,Rebuild spare booster pump.,Replace seals.,Rebuild pump,D101,1515,10,Overhaul,1.1,Leakage,11238167,PUMP; DIAPHRAGM; BOOSTER UNIT,342,4
28-Nov-16,Shaker House handset intermittent fault.,repalced with spare handset,Replaced the handset in the shaker house with a spare we had in the electrical workshop. Checked the operation of the telephone; everything checks good. No need to issue part against this work order since it did not come from the warehouse.,D101,1515,1,Replace,2.5,Breakage,11261476,TELEPHONE; MUD CTRL ROOM,425,1
24-Nov-16,Row 42 latch no3 lower fingerboard missfunction,changed out finger latch,Latch 3 on row 42 replaced,D101,1515,1,Replace,1.4,Deformation,11893120,FINGERBOARD 7,341,2
